requestId,userId,imageId,timestamp,llm_response,user_id
397010a6-be78-45e8-ad0b-bbf2b40d7d2b,,aa2028b0-47d3-4a0f-82cf-9ee77223fbb2.png,2025-03-05 20:52:16.531114,AMBIGUOUS,local_user
afaafe71-e4a1-48d5-a912-d71abf6f6609,,74a01647-5a33-413d-9a18-98eacc66d6c8.png,2025-03-05 20:52:30.355655,NO,local_user
ad00657f-dbd2-4901-8210-5b87c5abe2ef,,77463b1e-6757-441d-99aa-df44bcaf948d.png,2025-03-05 20:52:44.061482,NO,local_user
0b92a8ed-50b3-47dd-b56c-bdd11eeae815,,6e6017f1-ee21-4e3d-b6fc-33bfec081d27.png,2025-03-05 20:52:57.784790,NO,local_user
379b77b9-0987-4a6f-99fe-1ceff82f7142,,3b8344d1-e7b4-4c2f-88c6-4c8c7db9b163.png,2025-03-05 20:53:12.326640,YES,local_user
4b066621-5509-4e7d-8ead-30c3cc51d6ad,,3fd2d09b-f4e6-45ef-96da-650dbc97edd3.png,2025-03-05 20:59:29.980529,AMBIGUOUS,local_user
b851ed20-6ac9-41b5-9745-5063b99e2b50,,3520a0fe-2235-4e8a-8811-e1d629a51bed.png,2025-03-05 21:00:32.026947,YES,local_user
fb5610d1-a494-49ae-b81b-e20ed06d263b,,27373a45-dd98-4385-97de-0345092153e4.png,2025-03-05 21:01:55.585057,NO,local_user
6145d014-d194-4ef5-8eb2-4674d769756e,,9bd588d2-c216-4716-87e4-46d834d1b93e.png,2025-03-05 21:02:15.457647,NO,local_user
9b0c1370-f3ae-470d-9e5e-047b88df9b65,,79c4d78e-ce6a-47e1-af9f-f3cc2db7ba9f.png,2025-03-05 21:02:15.962336,NO,local_user
12ee121e-33e2-43cf-990b-1b9cdd8315da,,beabbc7f-43c9-4a4f-9e90-811d255c0c13.png,2025-03-05 21:02:31.833140,NO,local_user
1b40eef8-21a3-4b16-a9f1-9667887a0f6f,,84bb0de2-eff3-41d1-94c3-bfba0843f462.png,2025-03-05 21:02:47.798224,NO,local_user
af8bf951-4318-41b5-bcbc-0072edd6ec85,,0952c6a1-8ad0-4757-8be9-948c8d31b329.png,2025-03-05 21:03:04.417316,NO,local_user
2dde7d92-00e8-412d-b722-b36f7272b29a,,f7db559e-7834-40d1-a158-9eae50e7e6e9.png,2025-03-05 21:03:21.070750,NO,local_user
1c10f361-91c9-4041-876a-9e2841c53309,,e96f5316-a0a7-4fd7-91f9-6e95e14f8d75.png,2025-03-05 21:03:35.223848,NO,local_user
44d08888-ba65-43cd-a139-fb2289397219,,9741e565-a181-46d7-af6f-ef08d0f1c91d.png,2025-03-05 21:03:54.982410,NO,local_user
6512023c-2dac-4584-a78e-e16e523955e2,,0feb7d45-fc44-45cb-a4ef-7f9e24c8119d.png,2025-03-05 21:04:13.027264,NO,local_user
ae577ee2-5495-460d-829a-769cc0eef8d2,,472922d0-6344-40ef-abfb-ea87089fb675.png,2025-03-05 21:04:29.391294,NO,local_user
8ece4678-9f08-411f-b4ad-0d3602fc8dae,,c33ee2a4-fcd2-4aab-846e-86da524a0dc6.png,2025-03-05 21:31:15.935985,NO,local_user
35b0a70b-9c42-4972-9626-0d3be03b35db,,4b03d2ae-7b47-4d14-9bf0-a986affb4c8d.png,2025-03-05 21:32:40.741479,NO,local_user
0ae312ab-1198-447c-adb5-953e1b23f2da,,d93ac8f3-5559-4642-a36f-4738a0667759.png,2025-03-05 21:33:53.108349,NO,local_user
35e82680-1599-453f-b69a-b2fd5b2c16ea,,d1dd3eb1-7624-4625-8428-e1f79a75792c.png,2025-03-05 21:34:27.842970,NO,local_user
ca970d9b-bc7d-42ae-b89d-ababc40d21ed,,89996935-eec8-431a-9e05-091c37636f19.png,2025-03-05 21:34:28.143720,NO,local_user
9484a113-16be-4974-bd95-ea4adc2058cf,,2655e37b-be5d-41aa-b445-fe56c0fbbb3f.png,2025-03-05 21:35:07.968150,NO,local_user
7a329548-a064-48ab-af9a-129d46ec3529,,c0efcf78-2f9c-48dc-82ab-fe4b8d517153.png,2025-03-07 19:30:48.471896,NO,local_user
4606159b-85d9-4b3c-83bf-9a1e924d9c36,,83e9ac3a-9aa6-4321-9642-1e400b2b1c92.png,2025-03-07 19:31:04.337687,NO,local_user
c307259c-27de-466c-ad63-3dbffcb443d6,,7be5245e-02d6-47e5-81fc-f2545c7bb3e2.png,2025-03-07 19:31:34.747443,NO,local_user
74c83565-37f6-42af-a3a2-1f601ab707e1,,1e2d0ee7-3257-4a7e-9d3a-86eb9e7fb5ee.png,2025-03-07 19:31:47.342417,NO,local_user
10602ac4-7a95-4f41-9912-967be508e577,,b520f90c-d103-4b68-8138-48f98aa6fc2f.png,2025-03-07 19:31:59.221668,NO,local_user
fd4fa2c7-472e-44ec-8b67-38e093281b01,,b452cafd-c249-4753-9ad1-a1152edbcb5f.png,2025-03-07 19:32:12.807395,NO,local_user
778ae4f2-9056-41ca-bccf-5362da1eea04,,deb63cac-1104-47e7-9bfe-93b10bb32e78.png,2025-03-07 19:32:27.688722,NO,local_user
f989faa5-833a-4dd6-8770-2fc286e66179,,46fb9556-7b76-4f48-8154-eb01df8f9557.png,2025-03-07 19:32:39.740318,NO,local_user
ac5f376b-d605-40a1-891e-950393ee9751,,de64c5fc-cdaf-4386-8543-739d73540178.png,2025-03-07 19:32:53.083297,NO,local_user
532e75ac-c15f-44b2-af93-14cb4767e854,,98cd330e-88a2-4c23-a590-89e9b9f6f6c8.png,2025-03-07 19:33:04.556086,NO,local_user
2f1b4637-85b6-47e7-a676-4a8d60044d67,,291c6846-8c1d-43fa-b035-5df312a244e8.png,2025-03-07 19:33:17.239926,NO,local_user
7fd32f23-3dbe-4925-af9c-9bc720968641,,7e4ebe7b-98fb-4da2-a642-07ae834db81d.png,2025-03-07 19:33:31.791101,NO,local_user
6ad1bfdc-ea4d-4e18-9775-ebedc0ce733c,,fc5842d9-353d-48ad-b591-53479322b280.png,2025-03-07 19:33:42.696077,NO,local_user
6a03a718-37ec-4c68-872c-c502703859d6,,fcaf08cc-c27f-41aa-bdb5-7c07f969fbd9.png,2025-03-07 19:33:55.595968,NO,local_user
